customer_id,recommender_id,experiment_id,random_seed
474,popular_1_exp_0_seed_None,0,
4,popular_2_exp_0_seed_None,0,
349,popular_1_exp_0_seed_None,0,
146,popular_1_exp_0_seed_None,0,
48,popular_2_exp_0_seed_None,0,
320,popular_1_exp_0_seed_None,0,
150,popular_2_exp_0_seed_None,0,
183,popular_1_exp_0_seed_None,0,
202,popular_1_exp_0_seed_None,0,
170,popular_1_exp_0_seed_None,0,
420,popular_1_exp_0_seed_None,0,
165,popular_1_exp_0_seed_None,0,
151,popular_1_exp_0_seed_None,0,
457,popular_1_exp_0_seed_None,0,
410,popular_1_exp_0_seed_None,0,
63,popular_1_exp_0_seed_None,0,
126,popular_1_exp_0_seed_None,0,
171,popular_2_exp_0_seed_None,0,
168,popular_1_exp_0_seed_None,0,
326,popular_1_exp_0_seed_None,0,
196,popular_1_exp_0_seed_None,0,
542,popular_1_exp_0_seed_None,0,
476,popular_1_exp_0_seed_None,0,
506,popular_1_exp_0_seed_None,0,
310,popular_1_exp_0_seed_None,0,
332,popular_1_exp_0_seed_None,0,
210,popular_1_exp_0_seed_None,0,
389,popular_1_exp_0_seed_None,0,
129,popular_1_exp_0_seed_None,0,
71,popular_1_exp_0_seed_None,0,
138,popular_1_exp_0_seed_None,0,
18,popular_2_exp_0_seed_None,0,
22,popular_2_exp_0_seed_None,0,
445,popular_1_exp_0_seed_None,0,
152,popular_2_exp_0_seed_None,0,
281,popular_2_exp_0_seed_None,0,
113,popular_2_exp_0_seed_None,0,
327,popular_1_exp_0_seed_None,0,
566,popular_1_exp_0_seed_None,0,
271,popular_1_exp_0_seed_None,0,
429,popular_1_exp_0_seed_None,0,
471,popular_2_exp_0_seed_None,0,
134,popular_1_exp_0_seed_None,0,
521,popular_1_exp_0_seed_None,0,
257,popular_1_exp_0_seed_None,0,
595,popular_2_exp_0_seed_None,0,
576,popular_1_exp_0_seed_None,0,
240,popular_1_exp_0_seed_None,0,
261,popular_1_exp_0_seed_None,0,
516,popular_1_exp_0_seed_None,0,
335,popular_1_exp_0_seed_None,0,
407,popular_2_exp_0_seed_None,0,
587,popular_1_exp_0_seed_None,0,
16,popular_2_exp_0_seed_None,0,
331,popular_1_exp_0_seed_None,0,
555,popular_1_exp_0_seed_None,0,
339,popular_1_exp_0_seed_None,0,
527,popular_2_exp_0_seed_None,0,
468,popular_1_exp_0_seed_None,0,
211,popular_1_exp_0_seed_None,0,
434,popular_1_exp_0_seed_None,0,
496,popular_1_exp_0_seed_None,0,
447,popular_1_exp_0_seed_None,0,
53,popular_2_exp_0_seed_None,0,
245,popular_1_exp_0_seed_None,0,
290,popular_1_exp_0_seed_None,0,
195,popular_1_exp_0_seed_None,0,
227,popular_2_exp_0_seed_None,0,
260,popular_1_exp_0_seed_None,0,
573,popular_1_exp_0_seed_None,0,
400,popular_1_exp_0_seed_None,0,
531,popular_1_exp_0_seed_None,0,
65,popular_2_exp_0_seed_None,0,
270,popular_1_exp_0_seed_None,0,
232,popular_1_exp_0_seed_None,0,
235,popular_1_exp_0_seed_None,0,
333,popular_1_exp_0_seed_None,0,
426,popular_1_exp_0_seed_None,0,
224,popular_1_exp_0_seed_None,0,
130,popular_2_exp_0_seed_None,0,
371,popular_1_exp_0_seed_None,0,
184,popular_1_exp_0_seed_None,0,
279,popular_2_exp_0_seed_None,0,
523,popular_1_exp_0_seed_None,0,
94,popular_1_exp_0_seed_None,0,
348,popular_1_exp_0_seed_None,0,
370,popular_1_exp_0_seed_None,0,
369,popular_1_exp_0_seed_None,0,
498,popular_1_exp_0_seed_None,0,
541,popular_2_exp_0_seed_None,0,
149,popular_1_exp_0_seed_None,0,
439,popular_1_exp_0_seed_None,0,
329,popular_1_exp_0_seed_None,0,
356,popular_1_exp_0_seed_None,0,
140,popular_2_exp_0_seed_None,0,
589,popular_1_exp_0_seed_None,0,
102,popular_1_exp_0_seed_None,0,
108,popular_1_exp_0_seed_None,0,
135,popular_1_exp_0_seed_None,0,
190,popular_2_exp_0_seed_None,0,
547,popular_1_exp_0_seed_None,0,
80,popular_1_exp_0_seed_None,0,
535,popular_1_exp_0_seed_None,0,
378,popular_1_exp_0_seed_None,0,
1,popular_2_exp_0_seed_None,0,
56,popular_2_exp_0_seed_None,0,
475,popular_1_exp_0_seed_None,0,
363,popular_2_exp_0_seed_None,0,
444,popular_1_exp_0_seed_None,0,
204,popular_1_exp_0_seed_None,0,
141,popular_1_exp_0_seed_None,0,
62,popular_1_exp_0_seed_None,0,
552,popular_1_exp_0_seed_None,0,
191,popular_1_exp_0_seed_None,0,
176,popular_1_exp_0_seed_None,0,
103,popular_1_exp_0_seed_None,0,
89,popular_1_exp_0_seed_None,0,
423,popular_2_exp_0_seed_None,0,
379,popular_1_exp_0_seed_None,0,
539,popular_1_exp_0_seed_None,0,
465,popular_1_exp_0_seed_None,0,
236,popular_1_exp_0_seed_None,0,
365,popular_1_exp_0_seed_None,0,
512,popular_1_exp_0_seed_None,0,
315,popular_1_exp_0_seed_None,0,
50,popular_2_exp_0_seed_None,0,
55,popular_2_exp_0_seed_None,0,
220,popular_1_exp_0_seed_None,0,
302,popular_1_exp_0_seed_None,0,
193,popular_1_exp_0_seed_None,0,
188,popular_2_exp_0_seed_None,0,
583,popular_1_exp_0_seed_None,0,
167,popular_1_exp_0_seed_None,0,
309,popular_1_exp_0_seed_None,0,
493,popular_1_exp_0_seed_None,0,
553,popular_1_exp_0_seed_None,0,
99,popular_1_exp_0_seed_None,0,
247,popular_2_exp_0_seed_None,0,
2,popular_2_exp_0_seed_None,0,
559,popular_1_exp_0_seed_None,0,
514,popular_1_exp_0_seed_None,0,
325,popular_1_exp_0_seed_None,0,
154,popular_1_exp_0_seed_None,0,
88,popular_1_exp_0_seed_None,0,
504,popular_1_exp_0_seed_None,0,
293,popular_1_exp_0_seed_None,0,
472,popular_1_exp_0_seed_None,0,
294,popular_1_exp_0_seed_None,0,
502,popular_1_exp_0_seed_None,0,
314,popular_2_exp_0_seed_None,0,
43,popular_2_exp_0_seed_None,0,
119,popular_2_exp_0_seed_None,0,
110,popular_1_exp_0_seed_None,0,
563,popular_1_exp_0_seed_None,0,
409,popular_1_exp_0_seed_None,0,
172,popular_1_exp_0_seed_None,0,
47,popular_2_exp_0_seed_None,0,
549,popular_1_exp_0_seed_None,0,
33,popular_2_exp_0_seed_None,0,
486,popular_1_exp_0_seed_None,0,
157,popular_1_exp_0_seed_None,0,
181,popular_1_exp_0_seed_None,0,
454,popular_1_exp_0_seed_None,0,
116,popular_1_exp_0_seed_None,0,
222,popular_1_exp_0_seed_None,0,
253,popular_1_exp_0_seed_None,0,
238,popular_1_exp_0_seed_None,0,
118,popular_1_exp_0_seed_None,0,
45,popular_2_exp_0_seed_None,0,
144,popular_1_exp_0_seed_None,0,
166,popular_1_exp_0_seed_None,0,
413,popular_2_exp_0_seed_None,0,
132,popular_1_exp_0_seed_None,0,
463,popular_1_exp_0_seed_None,0,
31,popular_2_exp_0_seed_None,0,
430,popular_1_exp_0_seed_None,0,
351,popular_1_exp_0_seed_None,0,
440,popular_1_exp_0_seed_None,0,
128,popular_2_exp_0_seed_None,0,
490,popular_1_exp_0_seed_None,0,
411,popular_1_exp_0_seed_None,0,
313,popular_2_exp_0_seed_None,0,
368,popular_2_exp_0_seed_None,0,
446,popular_1_exp_0_seed_None,0,
537,popular_2_exp_0_seed_None,0,
286,popular_2_exp_0_seed_None,0,
433,popular_2_exp_0_seed_None,0,
250,popular_1_exp_0_seed_None,0,
221,popular_1_exp_0_seed_None,0,
280,popular_1_exp_0_seed_None,0,
199,popular_1_exp_0_seed_None,0,
561,popular_1_exp_0_seed_None,0,
87,popular_1_exp_0_seed_None,0,
456,popular_1_exp_0_seed_None,0,
35,popular_2_exp_0_seed_None,0,
36,popular_2_exp_0_seed_None,0,
307,popular_1_exp_0_seed_None,0,
567,popular_1_exp_0_seed_None,0,
131,popular_1_exp_0_seed_None,0,
133,popular_1_exp_0_seed_None,0,
262,popular_1_exp_0_seed_None,0,
161,popular_2_exp_0_seed_None,0,
443,popular_1_exp_0_seed_None,0,
292,popular_1_exp_0_seed_None,0,
57,popular_2_exp_0_seed_None,0,
550,popular_2_exp_0_seed_None,0,
357,popular_1_exp_0_seed_None,0,
272,popular_1_exp_0_seed_None,0,
164,popular_1_exp_0_seed_None,0,
120,popular_1_exp_0_seed_None,0,
469,popular_1_exp_0_seed_None,0,
107,popular_1_exp_0_seed_None,0,
230,popular_2_exp_0_seed_None,0,
117,popular_1_exp_0_seed_None,0,
338,popular_2_exp_0_seed_None,0,
522,popular_1_exp_0_seed_None,0,
275,popular_1_exp_0_seed_None,0,
503,popular_1_exp_0_seed_None,0,
46,popular_2_exp_0_seed_None,0,
560,popular_1_exp_0_seed_None,0,
572,popular_2_exp_0_seed_None,0,
15,popular_2_exp_0_seed_None,0,
64,popular_1_exp_0_seed_None,0,
526,popular_1_exp_0_seed_None,0,
12,popular_2_exp_0_seed_None,0,
205,popular_1_exp_0_seed_None,0,
156,popular_1_exp_0_seed_None,0,
52,popular_2_exp_0_seed_None,0,
208,popular_1_exp_0_seed_None,0,
155,popular_1_exp_0_seed_None,0,
74,popular_2_exp_0_seed_None,0,
494,popular_1_exp_0_seed_None,0,
393,popular_1_exp_0_seed_None,0,
565,popular_1_exp_0_seed_None,0,
377,popular_1_exp_0_seed_None,0,
123,popular_1_exp_0_seed_None,0,
437,popular_1_exp_0_seed_None,0,
175,popular_1_exp_0_seed_None,0,
359,popular_1_exp_0_seed_None,0,
83,popular_1_exp_0_seed_None,0,
51,popular_2_exp_0_seed_None,0,
376,popular_2_exp_0_seed_None,0,
37,popular_2_exp_0_seed_None,0,
273,popular_1_exp_0_seed_None,0,
206,popular_2_exp_0_seed_None,0,
182,popular_1_exp_0_seed_None,0,
145,popular_1_exp_0_seed_None,0,
159,popular_1_exp_0_seed_None,0,
201,popular_1_exp_0_seed_None,0,
511,popular_1_exp_0_seed_None,0,
598,popular_1_exp_0_seed_None,0,
515,popular_2_exp_0_seed_None,0,
82,popular_1_exp_0_seed_None,0,
536,popular_2_exp_0_seed_None,0,
404,popular_1_exp_0_seed_None,0,
237,popular_1_exp_0_seed_None,0,
422,popular_1_exp_0_seed_None,0,
524,popular_2_exp_0_seed_None,0,
13,popular_2_exp_0_seed_None,0,
466,popular_1_exp_0_seed_None,0,
239,popular_1_exp_0_seed_None,0,
203,popular_1_exp_0_seed_None,0,
276,popular_1_exp_0_seed_None,0,
92,popular_1_exp_0_seed_None,0,
29,popular_2_exp_0_seed_None,0,
336,popular_1_exp_0_seed_None,0,
125,popular_1_exp_0_seed_None,0,
304,popular_1_exp_0_seed_None,0,
317,popular_1_exp_0_seed_None,0,
75,popular_1_exp_0_seed_None,0,
507,popular_1_exp_0_seed_None,0,
442,popular_1_exp_0_seed_None,0,
501,popular_1_exp_0_seed_None,0,
198,popular_1_exp_0_seed_None,0,
350,popular_1_exp_0_seed_None,0,
500,popular_1_exp_0_seed_None,0,
95,popular_2_exp_0_seed_None,0,
321,popular_1_exp_0_seed_None,0,
60,popular_1_exp_0_seed_None,0,
462,popular_1_exp_0_seed_None,0,
491,popular_1_exp_0_seed_None,0,
225,popular_1_exp_0_seed_None,0,
557,popular_1_exp_0_seed_None,0,
375,popular_1_exp_0_seed_None,0,
32,popular_2_exp_0_seed_None,0,
192,popular_1_exp_0_seed_None,0,
571,popular_1_exp_0_seed_None,0,
328,popular_1_exp_0_seed_None,0,
97,popular_1_exp_0_seed_None,0,
258,popular_1_exp_0_seed_None,0,
243,popular_1_exp_0_seed_None,0,
473,popular_1_exp_0_seed_None,0,
528,popular_1_exp_0_seed_None,0,
432,popular_1_exp_0_seed_None,0,
455,popular_1_exp_0_seed_None,0,
226,popular_1_exp_0_seed_None,0,
41,popular_2_exp_0_seed_None,0,
67,popular_1_exp_0_seed_None,0,
278,popular_1_exp_0_seed_None,0,
581,popular_2_exp_0_seed_None,0,
388,popular_2_exp_0_seed_None,0,
419,popular_1_exp_0_seed_None,0,
477,popular_1_exp_0_seed_None,0,
0,popular_2_exp_0_seed_None,0,
169,popular_1_exp_0_seed_None,0,
246,popular_1_exp_0_seed_None,0,
396,popular_1_exp_0_seed_None,0,
28,popular_2_exp_0_seed_None,0,
268,popular_1_exp_0_seed_None,0,
44,popular_2_exp_0_seed_None,0,
114,popular_1_exp_0_seed_None,0,
178,popular_2_exp_0_seed_None,0,
401,popular_2_exp_0_seed_None,0,
574,popular_1_exp_0_seed_None,0,
212,popular_2_exp_0_seed_None,0,
497,popular_1_exp_0_seed_None,0,
582,popular_1_exp_0_seed_None,0,
562,popular_1_exp_0_seed_None,0,
509,popular_1_exp_0_seed_None,0,
96,popular_1_exp_0_seed_None,0,
283,popular_1_exp_0_seed_None,0,
21,popular_2_exp_0_seed_None,0,
577,popular_1_exp_0_seed_None,0,
343,popular_1_exp_0_seed_None,0,
185,popular_1_exp_0_seed_None,0,
5,popular_2_exp_0_seed_None,0,
569,popular_1_exp_0_seed_None,0,
267,popular_1_exp_0_seed_None,0,
121,popular_1_exp_0_seed_None,0,
520,popular_1_exp_0_seed_None,0,
510,popular_1_exp_0_seed_None,0,
143,popular_1_exp_0_seed_None,0,
233,popular_2_exp_0_seed_None,0,
495,popular_1_exp_0_seed_None,0,
256,popular_1_exp_0_seed_None,0,
347,popular_1_exp_0_seed_None,0,
399,popular_2_exp_0_seed_None,0,
84,popular_2_exp_0_seed_None,0,
458,popular_1_exp_0_seed_None,0,
529,popular_1_exp_0_seed_None,0,
115,popular_1_exp_0_seed_None,0,
517,popular_1_exp_0_seed_None,0,
402,popular_1_exp_0_seed_None,0,
337,popular_2_exp_0_seed_None,0,
70,popular_1_exp_0_seed_None,0,
289,popular_1_exp_0_seed_None,0,
345,popular_2_exp_0_seed_None,0,
534,popular_1_exp_0_seed_None,0,
10,popular_2_exp_0_seed_None,0,
428,popular_2_exp_0_seed_None,0,
323,popular_1_exp_0_seed_None,0,
174,popular_1_exp_0_seed_None,0,
160,popular_1_exp_0_seed_None,0,
8,popular_2_exp_0_seed_None,0,
285,popular_1_exp_0_seed_None,0,
381,popular_2_exp_0_seed_None,0,
412,popular_1_exp_0_seed_None,0,
438,popular_1_exp_0_seed_None,0,
385,popular_1_exp_0_seed_None,0,
73,popular_1_exp_0_seed_None,0,
189,popular_1_exp_0_seed_None,0,
374,popular_1_exp_0_seed_None,0,
252,popular_1_exp_0_seed_None,0,
319,popular_1_exp_0_seed_None,0,
298,popular_1_exp_0_seed_None,0,
597,popular_2_exp_0_seed_None,0,
391,popular_1_exp_0_seed_None,0,
54,popular_2_exp_0_seed_None,0,
277,popular_1_exp_0_seed_None,0,
538,popular_1_exp_0_seed_None,0,
441,popular_1_exp_0_seed_None,0,
580,popular_1_exp_0_seed_None,0,
218,popular_1_exp_0_seed_None,0,
147,popular_1_exp_0_seed_None,0,
596,popular_1_exp_0_seed_None,0,
303,popular_1_exp_0_seed_None,0,
20,popular_2_exp_0_seed_None,0,
124,popular_1_exp_0_seed_None,0,
255,popular_1_exp_0_seed_None,0,
467,popular_1_exp_0_seed_None,0,
564,popular_1_exp_0_seed_None,0,
341,popular_1_exp_0_seed_None,0,
101,popular_1_exp_0_seed_None,0,
548,popular_1_exp_0_seed_None,0,
414,popular_1_exp_0_seed_None,0,
416,popular_1_exp_0_seed_None,0,
61,popular_1_exp_0_seed_None,0,
358,popular_1_exp_0_seed_None,0,
592,popular_1_exp_0_seed_None,0,
546,popular_1_exp_0_seed_None,0,
300,popular_2_exp_0_seed_None,0,
481,popular_1_exp_0_seed_None,0,
346,popular_1_exp_0_seed_None,0,
287,popular_1_exp_0_seed_None,0,
306,popular_1_exp_0_seed_None,0,
263,popular_2_exp_0_seed_None,0,
153,popular_1_exp_0_seed_None,0,
229,popular_1_exp_0_seed_None,0,
109,popular_1_exp_0_seed_None,0,
406,popular_2_exp_0_seed_None,0,
450,popular_1_exp_0_seed_None,0,
49,popular_2_exp_0_seed_None,0,
17,popular_2_exp_0_seed_None,0,
23,popular_2_exp_0_seed_None,0,
383,popular_1_exp_0_seed_None,0,
387,popular_1_exp_0_seed_None,0,
228,popular_1_exp_0_seed_None,0,
556,popular_1_exp_0_seed_None,0,
265,popular_1_exp_0_seed_None,0,
69,popular_1_exp_0_seed_None,0,
354,popular_1_exp_0_seed_None,0,
380,popular_2_exp_0_seed_None,0,
397,popular_1_exp_0_seed_None,0,
579,popular_1_exp_0_seed_None,0,
451,popular_1_exp_0_seed_None,0,
259,popular_1_exp_0_seed_None,0,
470,popular_1_exp_0_seed_None,0,
478,popular_1_exp_0_seed_None,0,
11,popular_2_exp_0_seed_None,0,
106,popular_1_exp_0_seed_None,0,
213,popular_1_exp_0_seed_None,0,
421,popular_1_exp_0_seed_None,0,
334,popular_1_exp_0_seed_None,0,
452,popular_1_exp_0_seed_None,0,
585,popular_1_exp_0_seed_None,0,
93,popular_2_exp_0_seed_None,0,
575,popular_1_exp_0_seed_None,0,
340,popular_1_exp_0_seed_None,0,
216,popular_1_exp_0_seed_None,0,
112,popular_1_exp_0_seed_None,0,
417,popular_1_exp_0_seed_None,0,
360,popular_2_exp_0_seed_None,0,
215,popular_1_exp_0_seed_None,0,
72,popular_1_exp_0_seed_None,0,
78,popular_1_exp_0_seed_None,0,
59,popular_2_exp_0_seed_None,0,
214,popular_1_exp_0_seed_None,0,
299,popular_1_exp_0_seed_None,0,
364,popular_1_exp_0_seed_None,0,
505,popular_1_exp_0_seed_None,0,
318,popular_1_exp_0_seed_None,0,
25,popular_2_exp_0_seed_None,0,
105,popular_1_exp_0_seed_None,0,
39,popular_2_exp_0_seed_None,0,
179,popular_1_exp_0_seed_None,0,
483,popular_1_exp_0_seed_None,0,
209,popular_1_exp_0_seed_None,0,
316,popular_1_exp_0_seed_None,0,
362,popular_1_exp_0_seed_None,0,
187,popular_1_exp_0_seed_None,0,
14,popular_2_exp_0_seed_None,0,
372,popular_1_exp_0_seed_None,0,
487,popular_1_exp_0_seed_None,0,
86,popular_1_exp_0_seed_None,0,
464,popular_1_exp_0_seed_None,0,
590,popular_1_exp_0_seed_None,0,
418,popular_1_exp_0_seed_None,0,
9,popular_2_exp_0_seed_None,0,
554,popular_1_exp_0_seed_None,0,
489,popular_1_exp_0_seed_None,0,
248,popular_1_exp_0_seed_None,0,
386,popular_1_exp_0_seed_None,0,
427,popular_1_exp_0_seed_None,0,
219,popular_1_exp_0_seed_None,0,
425,popular_1_exp_0_seed_None,0,
308,popular_1_exp_0_seed_None,0,
584,popular_1_exp_0_seed_None,0,
408,popular_1_exp_0_seed_None,0,
254,popular_1_exp_0_seed_None,0,
148,popular_1_exp_0_seed_None,0,
488,popular_1_exp_0_seed_None,0,
459,popular_1_exp_0_seed_None,0,
284,popular_1_exp_0_seed_None,0,
353,popular_1_exp_0_seed_None,0,
42,popular_2_exp_0_seed_None,0,
98,popular_1_exp_0_seed_None,0,
68,popular_1_exp_0_seed_None,0,
330,popular_1_exp_0_seed_None,0,
591,popular_1_exp_0_seed_None,0,
223,popular_1_exp_0_seed_None,0,
513,popular_1_exp_0_seed_None,0,
525,popular_1_exp_0_seed_None,0,
162,popular_1_exp_0_seed_None,0,
436,popular_1_exp_0_seed_None,0,
405,popular_1_exp_0_seed_None,0,
479,popular_1_exp_0_seed_None,0,
180,popular_1_exp_0_seed_None,0,
530,popular_1_exp_0_seed_None,0,
480,popular_2_exp_0_seed_None,0,
274,popular_1_exp_0_seed_None,0,
355,popular_2_exp_0_seed_None,0,
269,popular_1_exp_0_seed_None,0,
90,popular_1_exp_0_seed_None,0,
296,popular_1_exp_0_seed_None,0,
352,popular_1_exp_0_seed_None,0,
297,popular_1_exp_0_seed_None,0,
40,popular_2_exp_0_seed_None,0,
291,popular_1_exp_0_seed_None,0,
484,popular_1_exp_0_seed_None,0,
242,popular_1_exp_0_seed_None,0,
127,popular_1_exp_0_seed_None,0,
424,popular_2_exp_0_seed_None,0,
24,popular_2_exp_0_seed_None,0,
593,popular_1_exp_0_seed_None,0,
91,popular_1_exp_0_seed_None,0,
431,popular_1_exp_0_seed_None,0,
392,popular_1_exp_0_seed_None,0,
435,popular_1_exp_0_seed_None,0,
77,popular_1_exp_0_seed_None,0,
251,popular_2_exp_0_seed_None,0,
197,popular_2_exp_0_seed_None,0,
111,popular_1_exp_0_seed_None,0,
599,popular_1_exp_0_seed_None,0,
295,popular_1_exp_0_seed_None,0,
264,popular_1_exp_0_seed_None,0,
532,popular_1_exp_0_seed_None,0,
324,popular_1_exp_0_seed_None,0,
142,popular_1_exp_0_seed_None,0,
3,popular_2_exp_0_seed_None,0,
66,popular_2_exp_0_seed_None,0,
27,popular_2_exp_0_seed_None,0,
282,popular_1_exp_0_seed_None,0,
518,popular_1_exp_0_seed_None,0,
415,popular_1_exp_0_seed_None,0,
311,popular_1_exp_0_seed_None,0,
58,popular_2_exp_0_seed_None,0,
373,popular_1_exp_0_seed_None,0,
173,popular_1_exp_0_seed_None,0,
403,popular_1_exp_0_seed_None,0,
234,popular_1_exp_0_seed_None,0,
38,popular_2_exp_0_seed_None,0,
26,popular_2_exp_0_seed_None,0,
398,popular_1_exp_0_seed_None,0,
390,popular_1_exp_0_seed_None,0,
7,popular_2_exp_0_seed_None,0,
482,popular_1_exp_0_seed_None,0,
453,popular_1_exp_0_seed_None,0,
361,popular_1_exp_0_seed_None,0,
578,popular_2_exp_0_seed_None,0,
231,popular_1_exp_0_seed_None,0,
139,popular_1_exp_0_seed_None,0,
200,popular_1_exp_0_seed_None,0,
163,popular_1_exp_0_seed_None,0,
186,popular_1_exp_0_seed_None,0,
508,popular_1_exp_0_seed_None,0,
461,popular_1_exp_0_seed_None,0,
34,popular_2_exp_0_seed_None,0,
382,popular_1_exp_0_seed_None,0,
570,popular_1_exp_0_seed_None,0,
177,popular_1_exp_0_seed_None,0,
305,popular_1_exp_0_seed_None,0,
499,popular_1_exp_0_seed_None,0,
6,popular_2_exp_0_seed_None,0,
249,popular_1_exp_0_seed_None,0,
19,popular_2_exp_0_seed_None,0,
342,popular_1_exp_0_seed_None,0,
288,popular_1_exp_0_seed_None,0,
30,popular_2_exp_0_seed_None,0,
194,popular_1_exp_0_seed_None,0,
100,popular_1_exp_0_seed_None,0,
241,popular_1_exp_0_seed_None,0,
395,popular_1_exp_0_seed_None,0,
543,popular_1_exp_0_seed_None,0,
394,popular_1_exp_0_seed_None,0,
266,popular_1_exp_0_seed_None,0,
136,popular_1_exp_0_seed_None,0,
586,popular_1_exp_0_seed_None,0,
448,popular_1_exp_0_seed_None,0,
207,popular_1_exp_0_seed_None,0,
76,popular_1_exp_0_seed_None,0,
544,popular_1_exp_0_seed_None,0,
217,popular_2_exp_0_seed_None,0,
301,popular_1_exp_0_seed_None,0,
594,popular_1_exp_0_seed_None,0,
519,popular_1_exp_0_seed_None,0,
460,popular_1_exp_0_seed_None,0,
492,popular_1_exp_0_seed_None,0,
322,popular_2_exp_0_seed_None,0,
137,popular_1_exp_0_seed_None,0,
85,popular_1_exp_0_seed_None,0,
122,popular_1_exp_0_seed_None,0,
367,popular_1_exp_0_seed_None,0,
449,popular_1_exp_0_seed_None,0,
158,popular_1_exp_0_seed_None,0,
558,popular_1_exp_0_seed_None,0,
244,popular_2_exp_0_seed_None,0,
344,popular_1_exp_0_seed_None,0,
104,popular_1_exp_0_seed_None,0,
568,popular_1_exp_0_seed_None,0,
545,popular_1_exp_0_seed_None,0,
485,popular_1_exp_0_seed_None,0,
79,popular_2_exp_0_seed_None,0,
366,popular_1_exp_0_seed_None,0,
533,popular_1_exp_0_seed_None,0,
551,popular_1_exp_0_seed_None,0,
312,popular_2_exp_0_seed_None,0,
81,popular_1_exp_0_seed_None,0,
540,popular_1_exp_0_seed_None,0,
384,popular_1_exp_0_seed_None,0,
588,popular_1_exp_0_seed_None,0,
474,popular_1_exp_0_seed_None,0,
4,popular_2_exp_0_seed_None,0,
349,popular_1_exp_0_seed_None,0,
146,popular_1_exp_0_seed_None,0,
48,popular_2_exp_0_seed_None,0,
320,popular_1_exp_0_seed_None,0,
150,popular_1_exp_0_seed_None,0,
183,popular_1_exp_0_seed_None,0,
202,popular_1_exp_0_seed_None,0,
170,popular_1_exp_0_seed_None,0,
420,popular_1_exp_0_seed_None,0,
165,popular_1_exp_0_seed_None,0,
151,popular_1_exp_0_seed_None,0,
457,popular_1_exp_0_seed_None,0,
410,popular_1_exp_0_seed_None,0,
63,popular_1_exp_0_seed_None,0,
126,popular_1_exp_0_seed_None,0,
171,popular_1_exp_0_seed_None,0,
168,popular_1_exp_0_seed_None,0,
326,popular_1_exp_0_seed_None,0,
196,popular_1_exp_0_seed_None,0,
542,popular_1_exp_0_seed_None,0,
476,popular_1_exp_0_seed_None,0,
506,popular_1_exp_0_seed_None,0,
310,popular_1_exp_0_seed_None,0,
332,popular_1_exp_0_seed_None,0,
210,popular_1_exp_0_seed_None,0,
389,popular_1_exp_0_seed_None,0,
129,popular_1_exp_0_seed_None,0,
71,popular_1_exp_0_seed_None,0,
138,popular_1_exp_0_seed_None,0,
18,popular_2_exp_0_seed_None,0,
22,popular_2_exp_0_seed_None,0,
445,popular_2_exp_0_seed_None,0,
152,popular_1_exp_0_seed_None,0,
281,popular_1_exp_0_seed_None,0,
113,popular_1_exp_0_seed_None,0,
327,popular_1_exp_0_seed_None,0,
566,popular_1_exp_0_seed_None,0,
271,popular_2_exp_0_seed_None,0,
429,popular_1_exp_0_seed_None,0,
471,popular_1_exp_0_seed_None,0,
134,popular_1_exp_0_seed_None,0,
521,popular_1_exp_0_seed_None,0,
257,popular_1_exp_0_seed_None,0,
595,popular_1_exp_0_seed_None,0,
576,popular_2_exp_0_seed_None,0,
240,popular_2_exp_0_seed_None,0,
261,popular_1_exp_0_seed_None,0,
516,popular_2_exp_0_seed_None,0,
335,popular_1_exp_0_seed_None,0,
407,popular_1_exp_0_seed_None,0,
587,popular_1_exp_0_seed_None,0,
16,popular_2_exp_0_seed_None,0,
331,popular_1_exp_0_seed_None,0,
555,popular_1_exp_0_seed_None,0,
339,popular_1_exp_0_seed_None,0,
527,popular_1_exp_0_seed_None,0,
468,popular_1_exp_0_seed_None,0,
211,popular_1_exp_0_seed_None,0,
434,popular_1_exp_0_seed_None,0,
496,popular_1_exp_0_seed_None,0,
447,popular_1_exp_0_seed_None,0,
53,popular_2_exp_0_seed_None,0,
245,popular_1_exp_0_seed_None,0,
290,popular_1_exp_0_seed_None,0,
195,popular_1_exp_0_seed_None,0,
227,popular_1_exp_0_seed_None,0,
260,popular_1_exp_0_seed_None,0,
573,popular_1_exp_0_seed_None,0,
400,popular_1_exp_0_seed_None,0,
531,popular_1_exp_0_seed_None,0,
65,popular_1_exp_0_seed_None,0,
270,popular_2_exp_0_seed_None,0,
232,popular_1_exp_0_seed_None,0,
235,popular_1_exp_0_seed_None,0,
333,popular_1_exp_0_seed_None,0,
426,popular_2_exp_0_seed_None,0,
224,popular_1_exp_0_seed_None,0,
130,popular_1_exp_0_seed_None,0,
371,popular_1_exp_0_seed_None,0,
184,popular_1_exp_0_seed_None,0,
279,popular_1_exp_0_seed_None,0,
523,popular_1_exp_0_seed_None,0,
94,popular_1_exp_0_seed_None,0,
348,popular_2_exp_0_seed_None,0,
370,popular_1_exp_0_seed_None,0,
369,popular_1_exp_0_seed_None,0,
498,popular_2_exp_0_seed_None,0,
541,popular_1_exp_0_seed_None,0,
149,popular_1_exp_0_seed_None,0,
439,popular_1_exp_0_seed_None,0,
329,popular_1_exp_0_seed_None,0,
356,popular_2_exp_0_seed_None,0,
140,popular_1_exp_0_seed_None,0,
589,popular_2_exp_0_seed_None,0,
102,popular_1_exp_0_seed_None,0,
108,popular_1_exp_0_seed_None,0,
